regime,rep,n,noise_sd,vwk_mse,wiener_mse,huber_mse,mse_ratio,vwk_beta0,vwk_beta1,vwk_beta2,wiener_beta0,wiener_beta1,wiener_beta2,vwk_beta0_se,vwk_beta1_se,vwk_beta2_se,vwk_beta0_cover95,vwk_beta1_cover95,vwk_beta2_cover95
gaussian_control,16,2000,0.25,0.000421422214472568,0.000421422214472568,3.877238166406689e-05,1.0,0.19209499898283128,0.7872804577116639,0.5854481453569806,0.19209499898283128,0.7872804577116639,0.5854481453569806,0.022871354904909356,0.03265160004659705,0.04114663515425872,True,True,True
gaussian_control,17,2000,0.25,0.008906607528753847,0.008906607528753847,7.489708589273583e-05,1.0,0.22932692207151656,0.8525358608850114,0.6677302332481929,0.22932692207151656,0.8525358608850114,0.6677302332481929,0.024130192229250197,0.03339583552780115,0.039960100655668886,True,True,True
gaussian_control,18,2000,0.25,0.0008265718349567823,0.0008265718349567823,6.404144764745137e-05,1.0,0.20774106942917916,0.8113910245241012,0.6228973542099426,0.20774106942917916,0.8113910245241012,0.6228973542099426,0.02417477278389414,0.038733253029707024,0.041816576550072655,True,True,True
gaussian_control,19,2000,0.25,0.0005288066898172705,0.0005288066898172705,0.00014669476869637712,1.0,0.19474483725845837,0.8227465148538615,0.6024847964098529,0.19474483725845837,0.8227465148538615,0.6024847964098529,0.02284617800282366,0.03282794640273175,0.040255703659682236,True,True,True
gaussian_control,20,2000,0.25,0.0025012345099889,0.0025012345099889,3.7564129589492594e-05,1.0,0.24902973368163078,0.7982384611775717,0.5883370606738013,0.24902973368163078,0.7982384611775717,0.5883370606738013,0.023096356276175293,0.031233667759348122,0.038515241348936316,False,True,True
gaussian_control,21,2000,0.25,0.005030771426225868,0.005030771426225868,0.00011611398891402262,1.0,0.1969120746124105,0.8529586274720294,0.6483414948664563,0.1969120746124105,0.8529586274720294,0.6483414948664563,0.022972760138227598,0.030500409882228133,0.04062062416075665,True,True,True
gaussian_control,22,2000,0.25,0.00210622299001305,0.00210622299001305,3.092386972423827e-05,1.0,0.20467497677391103,0.8295160368770962,0.6344201118162565,0.20467497677391103,0.8295160368770962,0.6344201118162565,0.02308289823461888,0.035151615040308455,0.04162269386052755,True,True,True
gaussian_control,23,2000,0.25,0.001419759700204037,0.001419759700204037,0.00010009360217354932,1.0,0.21622167980167523,0.7910797329747071,0.5655911484467611,0.21622167980167523,0.7910797329747071,0.5655911484467611,0.022519407727676174,0.03262821828603351,0.04083743130916042,True,True,True
gaussian_control,24,2000,0.25,0.013862731552864776,0.013862731552864776,0.00011863736287962039,1.0,0.22713414259072123,0.8589718834386356,0.6941211378382501,0.22713414259072123,0.8589718834386356,0.6941211378382501,0.023735253163235555,0.03127475351710022,0.03745538632883551,True,True,False
gaussian_control,25,2000,0.25,0.003976551111131129,0.003976551111131129,0.00022878270559455432,1.0,0.21777363149928453,0.8448307016276242,0.6345579962788883,0.21777363149928453,0.8448307016276242,0.6345579962788883,0.024267328270438863,0.03699928218344201,0.04084660197454924,True,True,True
gaussian_control,26,2000,0.25,0.00015093448916326038,0.00015093448916326038,0.0002552964434747323,1.0,0.1879251419798013,0.7985897618046328,0.6014267301753657,0.1879251419798013,0.7985897618046328,0.6014267301753657,0.023082249564994488,0.03783935545045069,0.042254835072101926,True,True,True
gaussian_control,27,2000,0.25,0.001818507534336273,0.001818507534336273,4.470436063242073e-05,1.0,0.2211807862876739,0.8216516769804034,0.6279439054672763,0.2211807862876739,0.8216516769804034,0.6279439054672763,0.023765350919002573,0.03394835553777469,0.04022330460890452,True,True,True
gaussian_control,28,2000,0.25,0.002074612166763102,0.002074612166763102,0.00015450207165381834,1.0,0.19541329553288173,0.7725639122661943,0.5630406176819936,0.19541329553288173,0.7725639122661943,0.5630406176819936,0.02286323782564097,0.03297414463327925,0.0407958460595805,True,True,True
gaussian_control,29,2000,0.25,0.0018723613584239608,0.0018723613584239608,2.0318036739354503e-05,1.0,0.2270483649727067,0.8167399407462536,0.6261569857814071,0.2270483649727067,0.8167399407462536,0.6261569857814071,0.02421614932736242,0.03460112863515704,0.039971548960291994,True,True,True
gaussian_control,30,2000,0.25,0.002045718395128174,0.002045718395128174,2.1562726143004658e-05,1.0,0.22010973079416166,0.828706496987257,0.6268094316854045,0.22010973079416166,0.828706496987257,0.6268094316854045,0.023624640164350112,0.03302815111971738,0.03922601673819596,True,True,True
gaussian_control,31,2000,0.25,0.0065366134403018975,0.0065366134403018975,2.6074416528648156e-05,1.0,0.1823153913388125,0.7507612015285889,0.5339475994548031,0.1823153913388125,0.7507612015285889,0.5339475994548031,0.022243954121786383,0.031119577904734602,0.03833309921938076,True,True,True
gaussian_control,32,2000,0.25,0.002392310841172823,0.002392310841172823,2.4709489974814448e-05,1.0,0.2048378031783786,0.8282122054691464,0.6371567396949975,0.2048378031783786,0.8282122054691464,0.6371567396949975,0.023999282127371655,0.03386114266626884,0.04013471975027907,True,True,True
gaussian_control,33,2000,0.25,0.0013822794055140513,0.0013822794055140513,5.152298734584237e-05,1.0,0.21281160900959462,0.8231892325645122,0.6261273435953059,0.21281160900959462,0.8231892325645122,0.6261273435953059,0.02319882675096603,0.030000155242342487,0.03950585882685891,True,True,True
gaussian_control,34,2000,0.25,0.002576733475647626,0.002576733475647626,0.0001715889231954616,1.0,0.2302690334564375,0.7705980344365787,0.572753057035979,0.2302690334564375,0.7705980344365787,0.572753057035979,0.023485744345298057,0.03702741862261666,0.03864012554562301,True,True,True
gaussian_control,35,2000,0.25,0.004179143551576345,0.004179143551576345,4.605025447954318e-05,1.0,0.21648130775958735,0.7573588625399481,0.5521026087424539,0.21648130775958735,0.7573588625399481,0.5521026087424539,0.022490772470303944,0.03460251888028723,0.04191448254985496,True,True,True
gaussian_control,36,2000,0.25,0.008552450680521536,0.008552450680521536,0.00010274128023225216,1.0,0.21384814708463173,0.7414780985297852,0.5272344595054427,0.21384814708463173,0.7414780985297852,0.5272344595054427,0.0226578752342077,0.03352967391716786,0.03791569536961734,True,True,True
gaussian_control,37,2000,0.25,0.003300033616088892,0.003300033616088892,0.00010966573039371305,1.0,0.1839018899181231,0.7639998415015408,0.5527709324660374,0.1839018899181231,0.7639998415015408,0.5527709324660374,0.021959670416404713,0.03032492540670593,0.039245634985848106,True,True,True
gaussian_control,38,2000,0.25,0.0033937183936183814,0.0033937183936183814,3.7703154740255e-05,1.0,0.1865223389740234,0.7655260354713276,0.5531437885676467,0.1865223389740234,0.7655260354713276,0.5531437885676467,0.022457359200471563,0.031935648604080914,0.03849510996956116,True,True,True
gaussian_control,39,2000,0.25,0.0009542555360325906,0.0009542555360325906,0.00024349920667786544,1.0,0.20441992340550633,0.8269218304073613,0.613662687451287,0.20441992340550633,0.8269218304073613,0.613662687451287,0.02338435888907466,0.031302766949615785,0.040590849369506306,True,True,True
gaussian_control,40,2000,0.25,0.003071518302953197,0.003071518302953197,5.009580393633077e-05,1.0,0.2028197674502997,0.7717406946667534,0.5523834470909806,0.2028197674502997,0.7717406946667534,0.5523834470909806,0.022883023029432518,0.03438835017637733,0.04024767684132639,True,True,True
gaussian_control,41,2000,0.25,0.004228601422444506,0.004228601422444506,0.0002216613990825383,1.0,0.15429640137914694,0.7621632525278264,0.5675683141405118,0.15429640137914694,0.7621632525278264,0.5675683141405118,0.02209701730425464,0.03210738520033331,0.03961816352388484,False,True,True
gaussian_control,42,2000,0.25,0.004624641963892015,0.004624641963892015,0.00026928085386440935,1.0,0.14844909158631556,0.7569128292938168,0.5782486407732903,0.14844909158631556,0.7569128292938168,0.5782486407732903,0.022272539102945632,0.031087507277835942,0.038426059696622154,False,True,True
gaussian_control,43,2000,0.25,0.001369271973937261,0.001369271973937261,3.201492087281295e-05,1.0,0.16555575278989057,0.8103270437643656,0.6077012367752048,0.16555575278989057,0.8103270437643656,0.6077012367752048,0.022357579943277382,0.03268173535818185,0.04268455216149384,True,True,True
gaussian_control,44,2000,0.25,0.006889222611711817,0.006889222611711817,3.1879777562202984e-05,1.0,0.20948780660938043,0.8469676035036261,0.6654137705826961,0.20948780660938043,0.8469676035036261,0.6654137705826961,0.023653894942149725,0.03174541085430848,0.03819329753682306,True,True,True
gaussian_control,45,2000,0.25,0.014741436555326797,0.014741436555326797,8.191161474031426e-05,1.0,0.1583142362687051,0.7141666675591561,0.5115514749361257,0.1583142362687051,0.7141666675591561,0.5115514749361257,0.02171818485304632,0.036009294397198445,0.03862218849265033,True,False,False
gaussian_control,46,2000,0.25,0.003026718071393274,0.003026718071393274,6.399536140687e-05,1.0,0.23252684922791128,0.8267628148300771,0.6309353436421342,0.23252684922791128,0.8267628148300771,0.6309353436421342,0.023911917777861034,0.038777891698552704,0.0415264984750901,True,True,True
gaussian_control,47,2000,0.25,0.004871304916236177,0.004871304916236177,1.5539412020016935e-05,1.0,0.2197064420478901,0.8394793404109877,0.6482491275645813,0.2197064420478901,0.8394793404109877,0.6482491275645813,0.024189467207757876,0.036534396032558876,0.04067473662312339,True,True,True
gaussian_control,48,2000,0.25,0.0004590702998535322,0.0004590702998535322,0.00013847176053083428,1.0,0.18804324750939944,0.7982821135739696,0.5811880470326447,0.18804324750939944,0.7982821135739696,0.5811880470326447,0.022441006963131775,0.03347739047445812,0.04326817193693215,True,True,True
gaussian_control,49,2000,0.25,0.0049918533158308945,0.0049918533158308945,5.985251361532515e-05,1.0,0.23545602884383185,0.8279834813570544,0.6468335386639275,0.23545602884383185,0.8279834813570544,0.6468335386639275,0.02464818746461593,0.03686813312423797,0.03975140814272486,True,True,True
gaussian_control,50,2000,0.25,0.00295600836211316,0.00295600836211316,6.607520034913197e-05,1.0,0.16025426996712738,0.7778549917955964,0.5666655625969156,0.16025426996712738,0.7778549917955964,0.5666655625969156,0.022308767865784056,0.03223187252080751,0.04149300799321187,True,True,True
gaussian_control,51,2000,0.25,0.00018469998848195707,0.00018469998848195707,1.350415620926349e-05,1.0,0.18758705789890917,0.7944877620076493,0.598568240613425,0.18758705789890917,0.7944877620076493,0.598568240613425,0.022986307892510147,0.032960909726741955,0.038868383486222687,True,True,True
gaussian_control,52,2000,0.25,0.00026365361279320683,0.00026365361279320683,9.62980817284701e-05,1.0,0.20354916796044795,0.7913654334950767,0.5869314398179695,0.20354916796044795,0.7913654334950767,0.5869314398179695,0.023316683218572637,0.035564797489632184,0.042002669574350796,True,True,True
gaussian_control,53,2000,0.25,0.0002160814336983229,0.0002160814336983229,0.00018272259664506852,1.0,0.1914682961791778,0.7904415174968551,0.591412410160616,0.1914682961791778,0.7904415174968551,0.591412410160616,0.021965971089625582,0.03019677199841277,0.03928784627118426,True,True,True
gaussian_control,54,2000,0.25,0.00020978607163016415,0.00020978607163016415,0.00023483519741113984,1.0,0.19958439442525736,0.7932511483262983,0.5866470205972517,0.19958439442525736,0.7932511483262983,0.5866470205972517,0.022558117846959103,0.032415366046753,0.042329935304594266,True,True,True
gaussian_control,55,2000,0.25,0.00030314438492078024,0.00030314438492078024,0.00037324341487539526,1.0,0.18468115272977167,0.7988576444972639,0.5902007403111724,0.18468115272977167,0.7988576444972639,0.5902007403111724,0.021942107053860436,0.03239069768816223,0.04277612145485658,True,True,True
gaussian_control,56,2000,0.25,0.0027860874855768704,0.0027860874855768704,1.9488935144810394e-05,1.0,0.16754952035083523,0.770636557050595,0.5682489731060686,0.16754952035083523,0.770636557050595,0.5682489731060686,0.022735870634715574,0.03332826067873242,0.0409635685940537,True,True,True
gaussian_control,57,2000,0.25,0.002543972285700037,0.002543972285700037,5.923940438298377e-05,1.0,0.18598132246736435,0.7729524671256917,0.5583815111655113,0.18598132246736435,0.7729524671256917,0.5583815111655113,0.02245872951342607,0.03411426059393637,0.039362692104299574,True,True,True
gaussian_control,58,2000,0.25,0.0002452031010873807,0.0002452031010873807,0.00014673545262003818,1.0,0.1870788883012504,0.8077051184132844,0.6044296601323756,0.1870788883012504,0.8077051184132844,0.6044296601323756,0.022912181253322998,0.031043817078816385,0.0402970288213518,True,True,True
gaussian_control,59,2000,0.25,0.00047328562162080235,0.00047328562162080235,4.185564910614829e-05,1.0,0.21865444616873447,0.7972057028030545,0.589173843331836,0.21865444616873447,0.7972057028030545,0.589173843331836,0.023177136952732068,0.03456485184111782,0.039984041237428825,True,True,True
gaussian_control,60,2000,0.25,0.0014285421201997376,0.0014285421201997376,0.00013015323598385056,1.0,0.2033615451549803,0.8262098343293002,0.6284083428206035,0.2033615451549803,0.8262098343293002,0.6284083428206035,0.02250840135217979,0.030914863250578125,0.03999805674790246,True,True,True
gaussian_control,61,2000,0.25,0.0005048741582148977,0.0005048741582148977,5.269903643408508e-06,1.0,0.2198155691278002,0.8078775504990112,0.6062602368637954,0.2198155691278002,0.8078775504990112,0.6062602368637954,0.023340223530412322,0.033886369250405515,0.04032492502211775,True,True,True
gaussian_control,62,2000,0.25,0.0025961662090249254,0.0025961662090249254,8.160290030233604e-05,1.0,0.16674054872607139,0.7802146753074706,0.5640181342277212,0.16674054872607139,0.7802146753074706,0.5640181342277212,0.02219575489540626,0.033816391633363904,0.04315840027552278,True,True,True
gaussian_control,63,2000,0.25,0.001612647334088452,0.001612647334088452,7.420371995130188e-06,1.0,0.2126276631924991,0.8225229741097289,0.6282415171136252,0.2126276631924991,0.8225229741097289,0.6282415171136252,0.023923835007715197,0.03756555074965773,0.04355931223961805,True,True,True
gaussian_control,64,2000,0.25,0.008540966968869117,0.008540966968869117,0.00011959599351047003,1.0,0.17980011959003156,0.7494508869366264,0.5159815293380612,0.17980011959003156,0.7494508869366264,0.5159815293380612,0.021651084942770633,0.03041071549246395,0.03748664539856893,True,True,False
gaussian_control,65,2000,0.25,0.006937837277552565,0.006937837277552565,0.00022810556106500523,1.0,0.23809495672475864,0.8359650022460092,0.6597039009952016,0.23809495672475864,0.8359650022460092,0.6597039009952016,0.023788366998316827,0.03138110059586273,0.037812026706986884,True,True,True
gaussian_control,66,2000,0.25,0.0014198494897989557,0.0014198494897989557,2.954905938265552e-05,1.0,0.182533341942196,0.8173651925437747,0.6283492135597797,0.182533341942196,0.8173651925437747,0.6283492135597797,0.023175630856470827,0.032170362287696874,0.0397319434545382,True,True,True
gaussian_control,67,2000,0.25,0.0005006246633720294,0.0005006246633720294,8.206642411245574e-05,1.0,0.21260362108780315,0.8143657289302945,0.6117048761513699,0.21260362108780315,0.8143657289302945,0.6117048761513699,0.022941427902031228,0.03286820114561376,0.04072462165717637,True,True,True
gaussian_control,68,2000,0.25,0.00022771502151448057,0.00022771502151448057,8.308890476588896e-05,1.0,0.21328945032703958,0.8052947433272462,0.6044850990481069,0.21328945032703958,0.8052947433272462,0.6044850990481069,0.023403314051945026,0.033342238942896694,0.03965475693703452,True,True,True
gaussian_control,69,2000,0.25,0.014832952578975652,0.014832952578975652,5.853444225655577e-05,1.0,0.1827824996303739,0.7232944699874159,0.4935376672316436,0.1827824996303739,0.7232944699874159,0.4935376672316436,0.021583645387231044,0.02937241186309545,0.03791053996429016,True,False,False
gaussian_control,70,2000,0.25,0.0016510769135047087,0.0016510769135047087,4.712751955771103e-05,1.0,0.20816079217511566,0.8126790798121579,0.635898688209677,0.20816079217511566,0.8126790798121579,0.635898688209677,0.023993948789643813,0.03340973966296269,0.039164696789503295,True,True,True
gaussian_control,71,2000,0.25,8.966658935492447e-05,8.966658935492447e-05,3.6491010806181664e-06,1.0,0.20069523402400802,0.8047270980045523,0.6082800191208846,0.20069523402400802,0.8047270980045523,0.6082800191208846,0.023081548977397642,0.031616216877279085,0.03985181384607822,True,True,True
gaussian_control,72,2000,0.25,0.001320245675938674,0.001320245675938674,0.00023639099630209717,1.0,0.16654101779719518,0.7903960571079538,0.5882358582501281,0.16654101779719518,0.7903960571079538,0.5882358582501281,0.02272505239371598,0.031546552799820486,0.04084500553165502,True,True,True
gaussian_control,73,2000,0.25,4.3873761289677055e-05,4.3873761289677055e-05,2.8096247686629433e-05,1.0,0.19404748515928777,0.7996954863772203,0.6028566129448171,0.19404748515928777,0.7996954863772203,0.6028566129448171,0.022764577917508595,0.03331916802646441,0.040485456617412825,True,True,True
gaussian_control,74,2000,0.25,0.0012222362165058365,0.0012222362165058365,1.3613889764330041e-05,1.0,0.2167283739633161,0.8204653059370218,0.6209664261371897,0.2167283739633161,0.8204653059370218,0.6209664261371897,0.023779763565547875,0.03523876249939491,0.04114345831960599,True,True,True
gaussian_control,75,2000,0.25,0.008508086903996246,0.008508086903996246,3.1293549598825685e-05,1.0,0.18870292222327023,0.7334809951137834,0.5337603816208784,0.18870292222327023,0.7334809951137834,0.5337603816208784,0.022452188818656134,0.03416200161249393,0.03958923290905386,True,True,True
gaussian_control,76,2000,0.25,0.00014789693883917465,0.00014789693883917465,7.761018788732425e-05,1.0,0.1880011860767787,0.7982789419540507,0.6012931711760408,0.1880011860767787,0.7982789419540507,0.6012931711760408,0.02350455204992575,0.035733495882799615,0.04085050933278562,True,True,True
gaussian_control,77,2000,0.25,0.0003827852108672419,0.0003827852108672419,5.44061416487099e-05,1.0,0.20955540027854877,0.7853105879011557,0.5913611313842521,0.20955540027854877,0.7853105879011557,0.5913611313842521,0.023211260982698885,0.03457740107326227,0.03944264054178757,True,True,True
gaussian_control,78,2000,0.25,0.0005124668623285317,0.0005124668623285317,1.2171341015889815e-05,1.0,0.21459063167232384,0.8154771886521296,0.6071047342643828,0.21459063167232384,0.8154771886521296,0.6071047342643828,0.023090539008682878,0.035337532828238,0.04046761732064046,True,True,True
gaussian_control,79,2000,0.25,7.699534835008356e-05,7.699534835008356e-05,6.320642496502898e-05,1.0,0.20602822160032655,0.8060994555518681,0.5982226140293863,0.20602822160032655,0.8060994555518681,0.5982226140293863,0.023271646206044924,0.031070877839981734,0.03895116450289456,True,True,True
gaussian_control,80,2000,0.25,0.001154956601466256,0.001154956601466256,0.00014515967466351525,1.0,0.1953649776100355,0.7815733869744965,0.5718989428657008,0.1953649776100355,0.7815733869744965,0.5718989428657008,0.022862252420610567,0.03314980934628925,0.03961683931040661,True,True,True
gaussian_control,81,2000,0.25,0.00602929275378964,0.00602929275378964,8.748350311491571e-05,1.0,0.18990891624691877,0.7461275299266816,0.541005700306422,0.18990891624691877,0.7461275299266816,0.541005700306422,0.02223686840788907,0.032259756469078235,0.03953331678881646,True,True,True
gaussian_control,82,2000,0.25,0.00028498469293395203,0.00028498469293395203,2.007008772887058e-05,1.0,0.2080344378600039,0.7937987100730234,0.5867760476959454,0.2080344378600039,0.7937987100730234,0.5867760476959454,0.023181132670695825,0.03506894185786571,0.04048169269754376,True,True,True
gaussian_control,83,2000,0.25,0.006637551802808512,0.006637551802808512,8.461288000134543e-05,1.0,0.19952166154008544,0.7473202317693517,0.5353835174554654,0.19952166154008544,0.7473202317693517,0.5353835174554654,0.02241514433303012,0.035034470875300955,0.03944274948265902,True,True,True
gaussian_control,84,2000,0.25,0.004091728483021344,0.004091728483021344,0.00011709467807697315,1.0,0.1915587580902925,0.8365147434892537,0.6507729114076743,0.1915587580902925,0.8365147434892537,0.6507729114076743,0.023480349134043118,0.03253489728534882,0.03967965027624731,True,True,True
gaussian_control,85,2000,0.25,0.011253384214237048,0.011253384214237048,0.00018315788318705694,1.0,0.22583969710006033,0.8642298225186203,0.6697757474168972,0.22583969710006033,0.8642298225186203,0.6697757474168972,0.02426080634005831,0.03812013943089148,0.03784366774505418,True,True,True
gaussian_control,86,2000,0.25,0.0048157596032250335,0.0048157596032250335,6.978152934285484e-05,1.0,0.21512856788566506,0.8366042493769494,0.6516700692381077,0.21512856788566506,0.8366042493769494,0.6516700692381077,0.024396471072543016,0.033511075069211416,0.0387477388150938,True,True,True
gaussian_control,87,2000,0.25,0.0004804827874498734,0.0004804827874498734,6.545224217049527e-05,1.0,0.2029468641820855,0.7894846736907843,0.5808328559528462,0.2029468641820855,0.7894846736907843,0.5808328559528462,0.022869857606275617,0.033819187661373366,0.04175797227577683,True,True,True
gaussian_control,88,2000,0.25,0.0033949217086505206,0.0033949217086505206,0.00014541999980426546,1.0,0.1804236944838503,0.765569640103433,0.5514252357210264,0.1804236944838503,0.765569640103433,0.5514252357210264,0.021729839149450404,0.03084610795670084,0.04069650893734786,True,True,True
gaussian_control,89,2000,0.25,0.004008686089790639,0.004008686089790639,0.00015585042613428174,1.0,0.20674696069383228,0.7585643828490427,0.5523729834356589,0.20674696069383228,0.7585643828490427,0.5523729834356589,0.022688798741836196,0.034075644446900685,0.03858836620593626,True,True,True
gaussian_control,90,2000,0.25,0.0003786898474191865,0.0003786898474191865,0.0002754779206466673,1.0,0.20466174879507734,0.7842081532523282,0.5896238311122617,0.20466174879507734,0.7842081532523282,0.5896238311122617,0.022838544422252652,0.03353718054231039,0.03959278602749363,True,True,True
gaussian_control,91,2000,0.25,0.0003744077374444831,0.0003744077374444831,0.00011818499793989197,1.0,0.18712865212061947,0.7852983547266049,0.6004183802010973,0.18712865212061947,0.7852983547266049,0.6004183802010973,0.023168652989597045,0.035542726760521115,0.03973504762459603,True,True,True
gaussian_control,92,2000,0.25,0.0008335008965758746,0.0008335008965758746,2.9595433497372466e-05,1.0,0.17139138860036623,0.8010997103375884,0.6030843278070904,0.17139138860036623,0.8010997103375884,0.6030843278070904,0.022380068772353965,0.03016333959186958,0.04026712202359343,True,True,True
gaussian_control,93,2000,0.25,0.005013498380856157,0.005013498380856157,0.00048523444488020675,1.0,0.1983497855447513,0.7528794263463059,0.5427732341159783,0.1983497855447513,0.7528794263463059,0.5427732341159783,0.02177008339763573,0.03141412570863421,0.03889604855419255,True,True,True
gaussian_control,94,2000,0.25,0.005680260484816548,0.005680260484816548,3.593082872592219e-06,1.0,0.23578592487327496,0.8412361950061426,0.6463437166313643,0.23578592487327496,0.8412361950061426,0.6463437166313643,0.024040158795907304,0.03368522129930455,0.03988765410190533,True,True,True
gaussian_control,95,2000,0.25,0.002587970847108668,0.002587970847108668,2.42470005455442e-05,1.0,0.21955367035217896,0.826159239381678,0.6375313536810135,0.21955367035217896,0.826159239381678,0.6375313536810135,0.02357521813696405,0.03206271092329918,0.03913906782558535,True,True,True
gaussian_control,96,2000,0.25,0.009674291752125285,0.009674291752125285,5.307238080992026e-05,1.0,0.2276310483030034,0.8576677177672384,0.673061549573667,0.2276310483030034,0.8576677177672384,0.673061549573667,0.023548520666003863,0.031062491568216877,0.03946516542909814,True,True,True
gaussian_control,97,2000,0.25,0.00408789447338468,0.00408789447338468,4.6288449990008495e-06,1.0,0.17548220526513936,0.7607205453422542,0.550962454821761,0.17548220526513936,0.7607205453422542,0.550962454821761,0.02206515241584892,0.030806874592830713,0.039135974989187396,True,True,True
gaussian_control,98,2000,0.25,0.0001716072452434477,0.0001716072452434477,9.719610226679584e-05,1.0,0.20044076908933398,0.7990549026105009,0.5865528651192328,0.20044076908933398,0.7990549026105009,0.5865528651192328,0.022602842559589338,0.03112060095065609,0.040243482695414744,True,True,True
gaussian_control,99,2000,0.25,0.0007852545725491397,0.0007852545725491397,2.5616048270145317e-05,1.0,0.1831474982822461,0.8176541089165495,0.6137303580732516,0.1831474982822461,0.8176541089165495,0.6137303580732516,0.022750856145042367,0.03195448180715159,0.04020707709559761,True,True,True
