regime,rep,n,noise_sd,vwk_mse,wiener_mse,huber_mse,mse_ratio,vwk_beta0,vwk_beta1,vwk_beta2,wiener_beta0,wiener_beta1,wiener_beta2,vwk_beta0_se,vwk_beta1_se,vwk_beta2_se,vwk_beta0_cover95,vwk_beta1_cover95,vwk_beta2_cover95
gaussian_control,24,800,0.25,0.005621652189284225,0.005621652189284225,0.00017573659790805424,1.0,0.1563001220860575,0.8416015239472484,0.6435930217480003,0.1563001220860575,0.8416015239472484,0.6435930217480003,0.036221676559653575,0.049308593441542835,0.06400046583611618,True,True,True
gaussian_control,25,800,0.25,0.005680741757297481,0.005680741757297481,2.1292359314082736e-06,1.0,0.18589669552843907,0.7574893803759258,0.5319772245466708,0.18589669552843907,0.7574893803759258,0.5319772245466708,0.03417610432736246,0.050560728038897246,0.06834573138562174,True,True,True
gaussian_control,26,800,0.25,0.0010288406530376763,0.0010288406530376763,1.3193814076638325e-05,1.0,0.22687550536774218,0.8091968080667622,0.6136917161204918,0.22687550536774218,0.8091968080667622,0.6136917161204918,0.037038018707331956,0.04795860553080929,0.05873458131465922,True,True,True
gaussian_control,27,800,0.25,0.004758122678554873,0.004758122678554873,4.611778536587995e-05,1.0,0.26600850975955465,0.7867328014102616,0.580865397403602,0.26600850975955465,0.7867328014102616,0.580865397403602,0.03655759286668924,0.054788844315741735,0.061504849648855414,True,True,True
gaussian_control,28,800,0.25,0.0061319796668107725,0.0061319796668107725,0.0001085489007918686,1.0,0.2519002355610976,0.8368025832068545,0.6405581978631282,0.2519002355610976,0.8368025832068545,0.6405581978631282,0.03749013093534045,0.04950441907891499,0.06127777705633578,True,True,True
gaussian_control,29,800,0.25,0.01919501075979858,0.01919501075979858,0.0003504460575018915,1.0,0.23900986603487018,0.871921396863839,0.6965654968066664,0.23900986603487018,0.871921396863839,0.6965654968066664,0.03915191931703231,0.050102073081163705,0.059799701661679576,True,True,True
gaussian_control,30,800,0.25,0.004134316244366229,0.004134316244366229,7.88652343979222e-05,1.0,0.23919195043019395,0.8376636963616685,0.6292909093062734,0.23919195043019395,0.8376636963616685,0.6292909093062734,0.037769009905973074,0.05802105619562184,0.06493957880854896,True,True,True
gaussian_control,31,800,0.25,0.007113199679426441,0.007113199679426441,7.387877173138653e-05,1.0,0.14047306663658346,0.7685839610167287,0.5342071853797714,0.14047306663658346,0.7685839610167287,0.5342071853797714,0.033120642890322634,0.04652124775630963,0.061741970816476394,True,True,True
gaussian_control,32,800,0.25,0.024350101486033483,0.024350101486033483,0.0003180978721070932,1.0,0.21785118685183275,0.8879172653210691,0.7202372103784949,0.21785118685183275,0.8879172653210691,0.7202372103784949,0.03794914314512053,0.055751121837209795,0.06288763977212396,True,True,True
gaussian_control,33,800,0.25,0.007674784071584466,0.007674784071584466,0.0004538327434589738,1.0,0.16287274848008898,0.834294571527336,0.6667956918564205,0.16287274848008898,0.834294571527336,0.6667956918564205,0.03911404448623872,0.049607935849885244,0.0588446494140768,True,True,True
gaussian_control,34,800,0.25,0.0037697670348998675,0.0037697670348998675,0.00011117466411862746,1.0,0.2227924992158406,0.7615845599823523,0.5586651446969269,0.2227924992158406,0.7615845599823523,0.5586651446969269,0.0370302728609441,0.05213664952999963,0.05880064052702654,True,True,True
gaussian_control,35,800,0.25,0.0022199699874924433,0.0022199699874924433,0.00037919168909239975,1.0,0.16061555927548615,0.8193022394495291,0.5706260114267248,0.16061555927548615,0.8193022394495291,0.5706260114267248,0.03316991009631936,0.04051971850360371,0.0643591414062823,True,True,True
gaussian_control,36,800,0.25,0.0009217217502032361,0.0009217217502032361,0.0003935063381771957,1.0,0.17033341540997418,0.7949225898580686,0.5952121125047856,0.17033341540997418,0.7949225898580686,0.5952121125047856,0.03636387785138808,0.05918224360757009,0.06769203736981323,True,True,True
gaussian_control,37,800,0.25,0.004949093591367761,0.004949093591367761,0.0004663778477077094,1.0,0.16548481502073797,0.8406802754963943,0.6429464937916842,0.16548481502073797,0.8406802754963943,0.6429464937916842,0.03750831850980396,0.05468884853169863,0.06363241199110303,True,True,True
gaussian_control,38,800,0.25,5.596319772399645e-05,5.596319772399645e-05,0.00035367056393171615,1.0,0.1949072388200954,0.8052032112859451,0.6010442592880682,0.1949072388200954,0.8052032112859451,0.6010442592880682,0.038010856184140206,0.05992540742455944,0.06339474543692428,True,True,True
gaussian_control,39,800,0.25,0.0006690235760670047,0.0006690235760670047,0.0004731127768026939,1.0,0.17925226760702798,0.7869894552732316,0.6087221557175113,0.17925226760702798,0.7869894552732316,0.6087221557175113,0.03766022572819733,0.052613810755779,0.060099214539027675,True,True,True
gaussian_control,40,800,0.25,0.0005226595160095869,0.0005226595160095869,0.00027277711633547037,1.0,0.21870773230878082,0.8101800617351805,0.6066769734644488,0.21870773230878082,0.8101800617351805,0.6066769734644488,0.038338378012271364,0.0547798807694906,0.061802202013715696,True,True,True
gaussian_control,41,800,0.25,0.00017389294333648497,0.00017389294333648497,3.951020875085208e-05,1.0,0.18829010894178694,0.7983359196745962,0.6060601512843536,0.18829010894178694,0.7983359196745962,0.6060601512843536,0.03518265313858652,0.04521107573575258,0.061038017847007325,True,True,True
gaussian_control,42,800,0.25,0.0013883069766196668,0.0013883069766196668,0.00036131115394950073,1.0,0.2090249775934281,0.8277656729645488,0.6216306283161794,0.2090249775934281,0.8277656729645488,0.6216306283161794,0.03658643163946921,0.05213728678192929,0.06223507093334915,True,True,True
gaussian_control,43,800,0.25,0.040467345609835254,0.040467345609835254,0.00014310396155715814,1.0,0.2927368814497812,0.9028893591898777,0.7209588754602819,0.2927368814497812,0.9028893591898777,0.7209588754602819,0.03923742680059182,0.051171665104665046,0.06237704808749275,False,False,True
gaussian_control,44,800,0.25,0.0019479983893686814,0.0019479983893686814,0.00024006116278672926,1.0,0.19475380874055656,0.7693928606567493,0.5666132481874973,0.19475380874055656,0.7693928606567493,0.5666132481874973,0.035315817650429036,0.0474951159022467,0.05742033863056804,True,True,True
gaussian_control,45,800,0.25,0.0002922396754137135,0.0002922396754137135,0.00015293969752664432,1.0,0.1985507096683039,0.7950049731818833,0.5855119432093426,0.1985507096683039,0.7950049731818833,0.5855119432093426,0.03828089123076954,0.066167651350184,0.06739908488874892,True,True,True
gaussian_control,46,800,0.25,0.005118541578727419,0.005118541578727419,0.0003354013339799035,1.0,0.15340019277004144,0.7707115541332576,0.5455755254746947,0.15340019277004144,0.7707115541332576,0.5455755254746947,0.03467615128967859,0.04971431271466189,0.06249990891505037,True,True,True
gaussian_control,47,800,0.25,0.0012629018290001926,0.0012629018290001926,0.0001111406933211823,1.0,0.2240166882754363,0.8195679741077085,0.61593852109811,0.2240166882754363,0.8195679741077085,0.61593852109811,0.037105620755459916,0.04917532423889963,0.06031856612941487,True,True,True
gaussian_control,48,800,0.25,0.04442132082482484,0.04442132082482484,0.0004051296137392453,1.0,0.2440123447904662,0.9407759486760904,0.7358268206333161,0.2440123447904662,0.9407759486760904,0.7358268206333161,0.038557172260341215,0.054318397491476864,0.05828135770780806,True,False,False
gaussian_control,49,800,0.25,0.0002475764138131761,0.0002475764138131761,0.00016972360188758208,1.0,0.184438298125348,0.7971743502033075,0.6001715966021615,0.184438298125348,0.7971743502033075,0.6001715966021615,0.03725489576848602,0.04905139937710684,0.06209629239896885,True,True,True
gaussian_control,50,800,0.25,0.010952554968180902,0.010952554968180902,0.00019115586970867146,1.0,0.2787976708699893,0.8515096133239239,0.6360424866987264,0.2787976708699893,0.8515096133239239,0.6360424866987264,0.03646530670829652,0.047285784067701994,0.0625066485654436,False,True,True
gaussian_control,51,800,0.25,0.009350099258970828,0.009350099258970828,0.0003036583618053914,1.0,0.1789549059821469,0.7242088406772627,0.5390454535434472,0.1789549059821469,0.7242088406772627,0.5390454535434472,0.035574203405135514,0.04918223101300012,0.06172504406654478,True,True,True
gaussian_control,52,800,0.25,0.004314287162226741,0.004314287162226741,0.00019777738617368374,1.0,0.21560644037685237,0.8529223073118847,0.6372952597783452,0.21560644037685237,0.8529223073118847,0.6372952597783452,0.036168496414715604,0.052190385391199884,0.0633488846837912,True,True,True
gaussian_control,53,800,0.25,0.015087532995142823,0.015087532995142823,0.00023830052522245355,1.0,0.23189894180754186,0.8723693179098142,0.6861098909223969,0.23189894180754186,0.8723693179098142,0.6861098909223969,0.037624951535027394,0.04772205351367639,0.05994299561357257,True,True,True
gaussian_control,54,800,0.25,0.010952645777948753,0.010952645777948753,0.0004097129706965272,1.0,0.1557713892822238,0.7207461615890529,0.5368709648190174,0.1557713892822238,0.7207461615890529,0.5368709648190174,0.034635351326505075,0.05025677601733419,0.06306326076754681,True,True,True
gaussian_control,55,800,0.25,0.028208265375679983,0.028208265375679983,0.00017243402880415138,1.0,0.23114299749871922,0.9185101708433494,0.7040639936531444,0.23114299749871922,0.9185101708433494,0.7040639936531444,0.037488395647179,0.05799673915126902,0.07094985436228517,True,False,True
gaussian_control,56,800,0.25,0.0005784727820038199,0.0005784727820038199,0.00038201771281848226,1.0,0.19885611025860983,0.7884964349137731,0.5778817160521921,0.19885611025860983,0.7884964349137731,0.5778817160521921,0.035297085161227905,0.04719415632657779,0.061387184589325884,True,True,True
gaussian_control,57,800,0.25,0.025833734176232036,0.025833734176232036,0.00039255873534625366,1.0,0.1174250792706216,0.7150754765724087,0.44630775887736773,0.1174250792706216,0.7150754765724087,0.44630775887736773,0.03178025347712495,0.04670236232874725,0.06034382359561996,False,True,False
gaussian_control,58,800,0.25,0.003036044258330858,0.003036044258330858,9.937089065018592e-05,1.0,0.25254735459324945,0.8113636749760789,0.6086408483727623,0.25254735459324945,0.8113636749760789,0.6086408483727623,0.03601803626416721,0.0502023841292813,0.06386730185959204,True,True,True
gaussian_control,59,800,0.25,0.0007202034104955282,0.0007202034104955282,0.000339253513777191,1.0,0.19076968363413602,0.8219977593101726,0.6113378665818392,0.19076968363413602,0.8219977593101726,0.6113378665818392,0.03667415573310305,0.052541358679627795,0.0629156436554011,True,True,True
centered_exponential_skew,0,800,0.25,0.07211870988899712,0.8081776331493118,0.00017969895039022564,11.206213122686663,0.2086859132276011,0.9840580742950681,0.6999991850630529,0.2086859132276011,0.9840580742950681,0.4731978243833077,0.04957656663451245,0.2719861619458584,0.08622236002038615,True,True,True
centered_exponential_skew,1,800,0.25,0.02835268239042892,0.3629964580067026,5.794074917769284e-05,12.802896495226856,0.1833991176584593,0.7049880262957422,0.401490233274785,0.1833991176584593,0.7049880262957422,0.5101589734506673,0.030922690349992243,0.06490123040062601,0.1530448041716397,True,True,True
centered_exponential_skew,2,800,0.25,0.0802297245641051,0.25308626766992753,0.00026316334799319943,3.1545199618341795,0.16500552802274412,0.6227559735238949,0.17953225283959567,0.16500552802274412,0.6227559735238949,0.525720462518649,0.02675691285761835,0.05180959013109317,0.12006251412629017,True,False,False
centered_exponential_skew,3,800,0.25,0.0034662489724584344,0.4781760035390714,0.0004982200118919746,137.95200729621146,0.20789170967204956,0.7720287566191449,0.5362321015902131,0.20789170967204956,0.7720287566191449,0.5152328549269213,0.03373452854899601,0.07021622928731185,0.13707035429777015,True,True,True
centered_exponential_skew,4,800,0.25,0.023350543159525824,0.6658657681527813,8.576710014135663e-05,28.516071921913397,0.21795957656099385,0.9047755121445695,0.675597783361839,0.21795957656099385,0.9047755121445695,0.48350988376714576,0.042887107754061245,0.1786183225873133,0.1214932670379418,True,True,True
centered_exponential_skew,5,800,0.25,0.07543383539858264,0.2795853160589483,0.0005444848239019641,3.706364850489911,0.174338393435272,0.6502177396149921,0.19491819573127758,0.174338393435272,0.6502177396149921,0.5261308350302205,0.0274882297931362,0.05581465088896269,0.1481881083024058,True,False,False
centered_exponential_skew,6,800,0.25,0.0014770581774559187,0.5532590856053073,0.0001351028443560613,374.5682425036496,0.22725976647265067,0.8245307187015164,0.6060495304193377,0.22725976647265067,0.8245307187015164,0.4952730099151256,0.03782360290141891,0.11921326379978463,0.1501542708983671,True,True,True
centered_exponential_skew,7,800,0.25,0.028138212318347858,0.7159603907320315,0.000253978026384275,25.44441639119984,0.24123846032127347,0.878232370013947,0.7249513271143444,0.24123846032127347,0.878232370013947,0.4941187847494786,0.039767303716266314,0.07298735771598622,0.09137258940704829,True,True,True
centered_exponential_skew,8,800,0.25,0.036810368583441735,0.6974075967242566,0.00040453936168186153,18.94595527190588,0.20453481209356034,0.9174689546922856,0.6910772520622627,0.20453481209356034,0.9174689546922856,0.473394922971736,0.04588558481778996,0.21582159339522675,0.09404554136477405,True,True,True
centered_exponential_skew,9,800,0.25,0.0008640626423689501,0.531639808730048,7.682379861617936e-05,615.2792432646806,0.19856548679996852,0.8025263189993579,0.6292795699794981,0.19856548679996852,0.8025263189993579,0.49846894792636837,0.03721819227206011,0.09395891156414128,0.12369874144917026,True,True,True
centered_exponential_skew,10,800,0.25,0.037550710895641,0.42555458962230475,7.362627793079744e-05,11.332797155424943,0.2177602810892826,0.7052700062505726,0.33553358810345535,0.2177602810892826,0.7052700062505726,0.52961191617171,0.03076624292543763,0.041691702700538756,0.10274967338512123,True,False,False
centered_exponential_skew,11,800,0.25,0.043974374035467785,0.3052593221277766,0.00023788990185057756,6.941754802048301,0.18481492410836423,0.6762696265760146,0.3230561252831111,0.18481492410836423,0.6762696265760146,0.5049305897745321,0.028819872391994468,0.051908592514362306,0.1228245574103163,True,False,False
centered_exponential_skew,12,800,0.25,0.0057034508414106535,0.35448456403888273,7.790459279160056e-05,62.152646510968594,0.15000451914895505,0.7514190875322845,0.5578192260864417,0.15000451914895505,0.7514190875322845,0.48594944876269214,0.03388012957423519,0.14234291632235413,0.1780963956580687,True,True,True
centered_exponential_skew,13,800,0.25,0.01522804695340351,0.7045501323951422,0.0001848438207834391,46.26661150645279,0.24972118461066511,0.8622260410667772,0.6827851532227504,0.24972118461066511,0.8622260410667772,0.5036087710388674,0.0395116466676402,0.0855148977924403,0.10953278428499079,True,True,True
centered_exponential_skew,14,800,0.25,0.020392837970237335,0.7119508839230256,5.853543624451738e-05,34.91180996789628,0.23963627158110826,0.8777505860283233,0.6940258875174905,0.23963627158110826,0.8777505860283233,0.498926366361625,0.040292247840340786,0.09749240236342469,0.10742988814401197,True,True,True
centered_exponential_skew,15,800,0.25,0.012395476892630812,0.6929212660320306,0.0008371392875616546,55.901138135635314,0.2500318992592766,0.868755582285137,0.6575079283431415,0.2500318992592766,0.868755582285137,0.4978475700624488,0.039560330194881026,0.09314683416730396,0.1152216429711316,True,True,True
centered_exponential_skew,16,800,0.25,0.1943994607845001,1.1462957185288027,0.00024273075485244276,5.896599269889536,0.2594492758132107,1.0584778717874639,0.7603463173375834,0.2594492758132107,1.0584778717874639,0.4763118325589079,0.052640928143208414,0.17023752176016024,0.05644707741975401,True,True,False
centered_exponential_skew,17,800,0.25,0.0016549438822515852,0.587903168497501,0.00045779474391133653,355.24054610096306,0.2273726869500774,0.825536522105075,0.6123597544887251,0.2273726869500774,0.825536522105075,0.49656917413489005,0.037490839775390694,0.08893046155541724,0.12975140666911442,True,True,True
centered_exponential_skew,18,800,0.25,0.12971661153618266,1.027152445002167,7.096815946302246e-05,7.918434137602006,0.2782942174890839,0.9885474426171084,0.7656566071225956,0.2782942174890839,0.9885474426171084,0.48427012283216264,0.04848056329144938,0.12861981585200555,0.06850560269715963,True,True,False
centered_exponential_skew,19,800,0.25,0.0027734297918043144,0.46428848004626366,1.2418519455879903e-05,167.40588906135994,0.2067113209295311,0.7689115462339423,0.5521234997688296,0.2067113209295311,0.7689115462339423,0.500342149799505,0.03456409689655453,0.07532280517793469,0.12653598288682,True,True,True
centered_exponential_skew,20,800,0.25,0.1683941948262576,1.1195672599241948,0.00024240054248671054,6.648490828792047,0.2875809552532676,1.0043925553114874,0.8091345057578309,0.2875809552532676,1.0043925553114874,0.49624285117047406,0.04804514318017709,0.10738997592565913,0.0650524562456669,True,True,False
centered_exponential_skew,21,800,0.25,0.03613787381464771,0.6627077611265048,1.605799599183061e-05,18.33831631948115,0.18563235074309437,0.9071693964217421,0.7216265954538033,0.18563235074309437,0.9071693964217421,0.4847889712793158,0.04108217533807178,0.1157804584474017,0.09287025608629727,True,True,True
centered_exponential_skew,22,800,0.25,0.0014447282954135584,0.48503811575713685,0.0009120018188375032,335.72964362706904,0.1621480078998932,0.8013898650502979,0.6035939447470042,0.1621480078998932,0.8013898650502979,0.4893647983365182,0.03621526140963168,0.11495488331190218,0.14323182011010355,True,True,True
centered_exponential_skew,23,800,0.25,0.03281631764102777,0.3082177114348234,8.098821994142401e-06,9.392208925034357,0.16891096052601054,0.6837294151051542,0.3887451844398289,0.16891096052601054,0.6837294151051542,0.5060789615989993,0.029766083729757892,0.07162651596855564,0.1510224488590933,True,True,True
centered_exponential_skew,24,800,0.25,0.0006589660440510994,0.5030331767887158,0.00025757873358014,763.3673712475968,0.21152941651370422,0.7811725127104913,0.585484910408762,0.21152941651370422,0.7811725127104913,0.4986451786844671,0.03498911539820478,0.07064110979968971,0.12327273904713114,True,True,True
centered_exponential_skew,25,800,0.25,0.0012767853007251528,0.5551036006682407,0.0004669244871190177,434.76659729162645,0.19533741996728435,0.8312670205320356,0.6154163432013918,0.19533741996728435,0.8312670205320356,0.49540595903034734,0.037028369357880106,0.09186134922707315,0.123747614436152,True,True,True
centered_exponential_skew,26,800,0.25,0.15298283415570108,1.044822416991359,0.00012173502186968743,6.82967094156441,0.2605211493676647,1.0411100936366147,0.7375537638900661,0.2605211493676647,1.0411100936366147,0.47383499183719263,0.052029047002366664,0.20288243725332608,0.06290122915558961,True,True,False
centered_exponential_skew,27,800,0.25,0.0011314169315528116,0.5317257677059932,0.0004896955192291618,469.9644780604679,0.20811835046956229,0.7705452546350947,0.610742635716744,0.20811835046956229,0.7705452546350947,0.5133820161448921,0.03548502062858952,0.06519039175121505,0.11804351331065302,True,True,True
centered_exponential_skew,28,800,0.25,0.0016204976838177986,0.4474477568688615,0.00027410562251902815,276.1174923833896,0.1755127201671122,0.7885946518990877,0.568818432235255,0.1755127201671122,0.7885946518990877,0.4878669602144093,0.03500377358433053,0.10398144246296931,0.14620986931961544,True,True,True
centered_exponential_skew,29,800,0.25,0.05742355599993669,0.31054935381370785,3.412212751895401e-05,5.4080481155512246,0.1760681890403751,0.6598369598601553,0.25961815267413507,0.1760681890403751,0.6598369598601553,0.5213771870034904,0.028285237071360082,0.04717115975975168,0.11637707464952685,True,False,False
centered_exponential_skew,30,800,0.25,0.008573750090800454,0.3771178941474074,0.00025236237589707004,43.98517453314285,0.14090310080422574,0.7526330014085942,0.5276179094888017,0.14090310080422574,0.7526330014085942,0.49340952544276034,0.03219131073833906,0.08215609663889262,0.13619373742895724,True,True,True
centered_exponential_skew,31,800,0.25,0.05247068824078036,0.3000577397567284,0.0001392831927814115,5.718578311376573,0.16989714777597345,0.6700839631213729,0.28838817371067116,0.16989714777597345,0.6700839631213729,0.5166509725617583,0.028629431470653242,0.05627636302682693,0.12909100114221309,True,False,False
centered_exponential_skew,32,800,0.25,0.002824178119368769,0.552250512665875,0.00010961438524348566,195.54379692924903,0.23003199281645087,0.7898527026451474,0.5527071852710627,0.23003199281645087,0.7898527026451474,0.5133219141173271,0.0355526388477509,0.06881028843036022,0.12450639503027357,True,True,True
centered_exponential_skew,33,800,0.25,0.0009672934734929434,0.4620636029290522,4.8345727188660395e-05,477.6870883461234,0.18487253961710792,0.7831116861748476,0.5773153746432267,0.18487253961710792,0.7831116861748476,0.4965466968509908,0.03549679561945402,0.0984753170555302,0.1403555748105063,True,True,True
centered_exponential_skew,34,800,0.25,0.005102129594827145,0.5952864133035729,0.0001856311183451484,116.67410680965672,0.20806831757124278,0.843749618784408,0.6468017832186964,0.20806831757124278,0.843749618784408,0.49074946579209006,0.03947375112087433,0.12878469330155184,0.129322439741203,True,True,True
centered_exponential_skew,35,800,0.25,0.024718230677908043,0.6553959074413831,0.00016886927483169016,26.514677202488617,0.21945963472921853,0.8925930474982302,0.6983471156310495,0.21945963472921853,0.8925930474982302,0.4853808384709434,0.04072261537213049,0.11792428845546994,0.10012712761206699,True,True,True
centered_exponential_skew,36,800,0.25,0.020230935434395043,0.411466269135248,0.0004846035893770855,20.33846978897997,0.22492411317289077,0.7167602817938082,0.4438702557999948,0.22492411317289077,0.7167602817938082,0.5065790385286555,0.031797559610522205,0.054695062299550366,0.1260597472418805,True,True,True
centered_exponential_skew,37,800,0.25,0.03069909376796489,0.3428562561261419,0.0007343389300727698,11.168285901778612,0.1923258943893267,0.6979700760217815,0.4111080051297958,0.1923258943893267,0.6979700760217815,0.49321697366376693,0.03130874825724591,0.06781219191245012,0.1448457176892261,True,True,True
centered_exponential_skew,38,800,0.25,0.02643308170740234,0.4044999598775002,0.00024319625687028426,15.302792324976007,0.20259068373983294,0.7211831829023493,0.3969569559128631,0.20259068373983294,0.7211831829023493,0.5137622452072221,0.03129525765384884,0.054916445328443295,0.1341341387723865,True,True,True
